donor_id,first_name,last_name,email,city,total_donations,avg_donation_amount,donation_frequency,days_since_last_donation,donation_consistency,largest_donation,smallest_donation,campaigns_participated,volunteer_hours,referrals,will_donate_again
DON744069,Karen,Gonzalez,karen.gonzalez36@gmail.com,Memphis,2,151.29,2.0,172,0.23,262.62,61.76,8,45,15,1
DON322723,William,Thompson,william.thompson73@hotmail.com,Fort Worth,28,340.28,28.0,17,0.71,864.81,237.79,6,13,2,1
DON190095,Donald,Gonzalez,donald_gonzalez89@outlook.com,Dallas,3,18.5,3.0,260,0.11,41.67,10.57,2,29,9,0
DON252019,Kenneth,Lewis,kenneth_lewis48@outlook.com,Phoenix,7,160.83,7.0,123,0.73,444.67,92.22,3,63,2,1
DON585409,Emily,Moore,emilymoore41@hotmail.com,Indianapolis,2,58.94,2.0,330,0.51,143.07,39.96,3,97,12,1
DON807434,Karen,Thomas,karenthomas84@email.com,Los Angeles,1,22.33,1.0,241,0.12,58.09,14.88,2,70,15,0
DON347245,Carol,Jackson,carol.jackson63@hotmail.com,Nashville,1,54.92,1.0,247,0.33,100.69,31.53,7,77,14,0
DON374621,Timothy,Lewis,timothy_lewis59@yahoo.com,Charlotte,40,1215.89,40.0,56,0.92,2256.96,551.76,5,62,8,1
DON496167,William,Perez,williamperez75@icloud.com,Los Angeles,4,159.07,4.0,319,0.33,289.62,58.49,3,33,15,0
DON611104,Sarah,Taylor,sarah.taylor94@yahoo.com,Charlotte,5,407.93,5.0,119,0.67,714.41,188.65,5,2,8,1
DON297553,Michelle,Harris,michelleharris71@hotmail.com,Indianapolis,5,100.67,5.0,362,0.34,269.2,55.63,5,57,9,0
DON306920,Matthew,Davis,matthewdavis54@outlook.com,Portland,2,13.78,1.65,443,0.1,23.24,8.13,0,12,1,0
DON583585,Karen,Walker,karenwalker62@yahoo.com,San Francisco,4,36.54,4.0,323,0.17,94.84,21.47,8,83,5,0
DON488578,Andrew,Rodriguez,andrewrodriguez7@yahoo.com,San Diego,4,38.82,4.0,269,0.23,87.37,14.53,0,58,13,0
DON388618,Robert,Smith,robertsmith33@outlook.com,San Antonio,8,92.93,8.0,70,0.79,277.54,44.25,2,99,9,1
DON512505,Lisa,Ramirez,lisa.ramirez33@hotmail.com,Nashville,1,28.74,1.0,207,0.09,84.55,16.83,5,1,6,0
DON574518,Jane,Perez,jane.perez67@icloud.com,Philadelphia,2,28.81,2.0,223,0.1,59.28,16.2,7,60,11,0
DON448379,Donna,Wright,donna_wright8@email.com,Phoenix,3,104.12,3.0,13,0.14,203.4,32.3,5,34,11,1
DON557385,Mark,Lewis,mark_lewis67@icloud.com,Dallas,2,43.51,2.0,232,0.13,109.85,18.53,0,11,8,0
DON181119,Carol,Baker,carolbaker35@gmail.com,Memphis,2,103.03,2.0,181,0.45,160.05,46.86,5,14,8,1
DON745917,James,Johnson,james.johnson63@hotmail.com,San Francisco,5,168.82,5.0,110,0.72,425.69,92.53,5,61,15,1
DON373233,Michael,Nguyen,michaelnguyen76@outlook.com,Austin,6,110.51,6.0,140,0.67,282.48,41.68,4,3,13,1
DON111363,Kenneth,Walker,kenneth.walker61@gmail.com,Las Vegas,6,82.58,6.0,103,0.73,179.01,56.78,7,22,1,1
DON108087,Elizabeth,Brown,elizabeth_brown84@hotmail.com,Seattle,3,76.86,3.0,279,0.38,158.28,42.89,4,95,14,0
DON737965,Andrew,Garcia,andrewgarcia41@email.com,San Francisco,4,13.46,4.0,327,0.16,37.06,9.26,10,21,12,0
DON483799,Timothy,Hill,timothyhill88@icloud.com,Las Vegas,15,180.27,15.0,124,0.7,281.08,124.48,5,90,1,1
DON673972,Sarah,Anderson,sarahanderson66@hotmail.com,San Diego,3,183.34,3.0,185,0.34,329.91,111.45,8,84,11,1
DON489879,Anthony,Martin,anthonymartin85@outlook.com,Phoenix,3,30.92,1.74,628,0.33,66.39,20.91,6,18,3,0
DON411835,Patricia,Taylor,patricia_taylor56@icloud.com,Austin,1,69.96,0.66,550,0.32,150.56,25.16,9,84,13,0
DON303562,Donald,Williams,donald_williams31@yahoo.com,Phoenix,2,14.76,2.0,289,0.12,32.64,9.8,3,17,12,0
DON700408,Kimberly,Lewis,kimberly_lewis71@icloud.com,Dallas,27,87.52,27.0,1,0.91,166.83,34.44,6,58,1,1
DON581045,Donald,Baker,donald_baker89@email.com,New York,1,81.65,0.66,550,0.22,176.28,33.02,1,68,12,0
DON587451,Michael,Jackson,michaeljackson70@outlook.com,San Francisco,41,556.94,41.0,56,0.87,1473.32,238.26,2,81,12,1
DON547077,Edward,Hernandez,edward_hernandez82@yahoo.com,Los Angeles,2,37.7,1.07,684,0.25,80.26,25.6,1,35,4,0
DON687292,Brian,Lee,brian.lee56@gmail.com,Indianapolis,12,384.08,12.0,46,0.7,1012.42,120.03,9,93,13,1
DON374044,Carol,Wilson,carol_wilson97@icloud.com,San Francisco,4,21.02,4.0,119,0.32,51.64,10.85,8,76,0,0
DON188235,Anthony,Wright,anthony_wright94@gmail.com,Fort Worth,2,46.83,1.63,449,0.37,138.01,31.65,1,38,14,0
DON421951,Ronald,Martinez,ronald.martinez66@icloud.com,Seattle,5,66.05,5.0,231,0.51,101.55,20.05,10,10,11,1
DON457278,William,Williams,williamwilliams23@yahoo.com,Houston,5,109.27,5.0,102,0.52,293.29,38.26,10,27,3,1
DON809920,George,Lee,georgelee55@gmail.com,Fort Worth,10,291.28,10.0,142,0.64,647.16,89.51,0,92,2,1
DON657459,Mark,Lewis,mark_lewis97@gmail.com,Philadelphia,4,25.88,4.0,299,0.2,74.88,16.8,5,27,11,0
DON864034,Ronald,Ramirez,ronaldramirez76@icloud.com,Denver,1,26.45,0.89,411,0.23,60.64,15.87,5,12,13,0
DON294959,Jessica,Young,jessica_young92@outlook.com,Denver,6,214.0,6.0,136,0.6,518.1,127.61,2,84,8,1
DON999835,Charles,Anderson,charlesanderson58@email.com,San Jose,21,374.72,21.0,21,0.94,810.32,240.2,7,21,1,1
DON437598,Jessica,Davis,jessica.davis58@gmail.com,Nashville,3,28.74,3.0,236,0.4,71.0,10.08,9,32,4,0
DON386280,Donald,Torres,donaldtorres32@icloud.com,San Antonio,2,11.08,1.81,403,0.16,23.94,4.46,3,36,11,0
DON786886,Nancy,Hill,nancy.hill1@yahoo.com,Nashville,6,228.8,6.0,161,0.5,682.44,137.89,6,69,8,1
DON649213,Charles,Miller,charles_miller16@outlook.com,Denver,2,132.63,2.0,157,0.38,311.39,88.83,2,90,14,0
DON921654,Donald,Thompson,donaldthompson41@outlook.com,Los Angeles,34,210.4,34.0,49,0.98,431.79,147.2,4,4,12,1
DON100034,Andrew,Moore,andrewmoore74@yahoo.com,Denver,3,42.43,1.57,698,0.28,77.04,28.64,6,61,7,0
DON674572,Nancy,Mitchell,nancy_mitchell43@email.com,Memphis,21,311.67,21.0,53,0.96,634.62,166.19,10,59,1,1
DON571299,Patricia,Hernandez,patricia.hernandez30@icloud.com,San Francisco,3,63.97,3.0,306,0.21,110.47,44.43,3,64,6,0
DON162646,Michael,Johnson,michael.johnson97@gmail.com,Seattle,2,34.8,2.0,166,0.37,98.22,19.07,10,22,6,0
DON362970,Ashley,White,ashley.white65@email.com,New York,1,146.96,1.0,363,0.01,285.55,80.42,6,42,11,0
DON972862,Brian,Nguyen,briannguyen78@hotmail.com,Memphis,9,94.02,9.0,81,0.79,245.47,45.46,8,19,4,1
DON116086,Elizabeth,Martinez,elizabeth.martinez87@outlook.com,Charlotte,11,74.11,11.0,168,0.65,221.51,43.44,6,13,1,1
DON812022,Ashley,Thomas,ashleythomas18@gmail.com,Indianapolis,10,61.62,10.0,74,0.76,110.19,42.13,4,90,10,1
DON140583,Jason,Hernandez,jasonhernandez67@hotmail.com,Houston,4,62.49,4.0,136,0.56,180.32,39.01,3,7,4,0
DON239265,Brian,Garcia,brian.garcia66@hotmail.com,San Francisco,3,42.54,3.0,161,0.45,79.21,25.11,0,37,7,1
DON731460,Elizabeth,Thompson,elizabeththompson7@icloud.com,Detroit,3,159.07,3.0,178,0.12,253.13,101.58,1,72,5,0
DON986874,Michelle,Green,michelle.green65@email.com,Indianapolis,1,29.7,0.91,401,0.05,75.34,12.32,8,42,5,0
DON793921,Dorothy,Jones,dorothy.jones55@yahoo.com,Boston,5,138.47,5.0,221,0.22,273.51,57.53,8,47,5,0
DON996133,Michael,Gonzalez,michael.gonzalez63@gmail.com,Los Angeles,39,1375.35,39.0,56,0.91,2876.98,500.18,10,98,0,1
DON153094,Dorothy,Clark,dorothyclark21@email.com,Chicago,2,48.57,2.0,320,0.44,136.51,21.51,1,75,3,0
DON499845,Joshua,Anderson,joshuaanderson21@yahoo.com,Philadelphia,4,69.54,4.0,213,0.2,192.18,27.15,3,71,3,0
DON717417,Kimberly,Anderson,kimberly.anderson22@hotmail.com,Detroit,2,159.84,2.0,265,0.03,470.49,99.89,4,21,8,0
DON212371,Donna,Mitchell,donna_mitchell69@hotmail.com,San Jose,12,80.08,12.0,165,0.64,235.24,52.24,3,32,5,1
DON530908,Sarah,Walker,sarahwalker40@yahoo.com,Philadelphia,3,162.53,3.0,54,0.49,427.37,71.08,3,12,14,1
DON680061,Matthew,Robinson,matthew.robinson42@outlook.com,San Jose,2,20.31,1.92,380,0.23,52.07,12.2,6,47,4,0
DON637336,Donald,Torres,donald_torres88@icloud.com,San Antonio,1,91.93,0.72,508,0.16,158.79,47.7,7,43,8,0
DON875708,Steven,Baker,steven_baker18@email.com,Austin,2,49.79,2.0,320,0.46,143.44,16.61,6,55,11,1
DON320041,Michael,Davis,michael.davis99@icloud.com,San Diego,5,67.69,2.52,723,0.17,195.33,22.3,0,3,12,0
DON599731,Jason,Young,jason.young93@email.com,Memphis,28,239.7,28.0,41,0.87,593.27,79.03,5,54,15,1
DON983784,Matthew,Taylor,matthew.taylor70@icloud.com,Portland,47,1123.71,47.0,22,0.74,1842.27,733.08,7,55,11,1
DON254534,Betty,Adams,betty.adams41@gmail.com,Austin,4,170.98,4.0,259,0.57,387.05,77.8,0,10,1,0
DON490415,Brian,Wilson,brian_wilson90@gmail.com,Phoenix,3,55.32,3.0,247,0.58,93.5,22.69,5,22,13,0
DON825147,William,Jackson,williamjackson64@outlook.com,Fort Worth,2,70.04,2.0,151,0.21,136.93,37.8,8,2,15,0
DON407395,Dorothy,Wright,dorothy_wright37@outlook.com,San Diego,2,47.92,1.55,470,0.13,107.76,22.17,8,4,7,0
DON414213,Margaret,Lee,margaretlee30@outlook.com,Chicago,11,87.93,11.0,179,0.61,220.25,50.77,0,67,11,1
DON120011,Carol,Young,carolyoung91@hotmail.com,Philadelphia,1,25.42,1.0,307,0.11,63.62,12.99,9,15,14,0
DON231631,Robert,Brown,robertbrown46@hotmail.com,Seattle,4,16.26,3.32,440,0.24,43.14,8.95,5,76,1,0
DON125265,Carol,Miller,carol.miller37@outlook.com,Los Angeles,2,39.04,1.18,617,0.27,98.63,16.55,10,19,8,0
DON856347,Elizabeth,Jackson,elizabethjackson27@yahoo.com,Memphis,3,229.61,3.0,97,0.15,361.7,86.81,5,62,13,1
DON535943,Betty,Hall,betty_hall85@gmail.com,Chicago,13,111.6,13.0,68,0.65,169.51,41.06,2,8,0,1
DON403686,George,Mitchell,george_mitchell61@outlook.com,Houston,35,608.08,35.0,52,0.78,1650.31,411.02,8,52,3,1
DON144483,Jessica,Robinson,jessicarobinson97@outlook.com,Dallas,12,295.32,12.0,159,0.65,553.47,153.27,9,5,9,1
DON792295,John,Brown,john_brown80@email.com,Las Vegas,3,132.39,3.0,266,0.42,232.92,51.43,2,63,1,0
DON361560,John,Thomas,johnthomas60@yahoo.com,San Francisco,11,310.83,11.0,106,0.76,877.25,189.41,7,82,15,1
DON258432,Patricia,Hall,patricia.hall66@yahoo.com,Detroit,2,6.17,2.0,314,0.18,10.21,3.06,4,49,13,0
DON259281,Dorothy,Sanchez,dorothy_sanchez94@hotmail.com,Chicago,1,204.71,1.0,166,0.28,393.4,65.71,6,23,12,1
DON815130,Edward,Brown,edward.brown26@email.com,Portland,20,146.92,20.0,50,0.87,395.28,98.47,10,89,15,1
DON546268,Nancy,Brown,nancybrown57@yahoo.com,Los Angeles,26,630.69,26.0,53,0.7,1565.45,436.49,0,20,1,1
DON748592,Emma,Robinson,emma_robinson12@gmail.com,Chicago,44,901.8,44.0,40,0.84,1820.93,515.91,8,75,7,1
DON625700,Jennifer,Wilson,jenniferwilson14@yahoo.com,San Jose,13,203.53,13.0,54,0.5,309.67,62.23,6,38,7,1
DON607296,Michael,Harris,michaelharris19@outlook.com,Las Vegas,1,26.31,1.0,261,0.15,65.42,12.11,6,43,11,0
DON312360,Charles,Davis,charles.davis66@gmail.com,Philadelphia,25,218.4,25.0,6,0.71,490.94,83.08,3,61,8,1
DON117122,Kimberly,Young,kimberly.young36@email.com,Dallas,3,50.38,3.0,253,0.37,125.09,16.29,6,90,2,1
DON165259,James,Young,james_young96@gmail.com,Houston,2,46.93,2.0,160,0.51,74.99,20.12,1,81,4,1
DON746334,Margaret,Lopez,margaret.lopez16@outlook.com,Phoenix,2,73.82,2.0,298,0.03,125.15,33.85,5,37,10,0
DON387278,Steven,Sanchez,stevensanchez62@email.com,New York,3,73.85,3.0,295,0.2,206.9,38.23,0,35,10,0
DON100794,Jane,Jackson,jane_jackson35@gmail.com,Seattle,30,1039.49,30.0,53,0.76,2923.67,447.36,5,59,3,1
DON938982,Helen,Moore,helen.moore95@hotmail.com,Indianapolis,15,995.92,15.0,58,0.95,2190.78,509.58,8,38,0,1
DON727265,Elizabeth,Scott,elizabeth_scott64@email.com,Houston,25,340.63,25.0,1,0.94,557.91,159.14,8,4,2,1
DON322001,Edward,Lewis,edward_lewis50@yahoo.com,New York,11,242.8,11.0,141,0.51,630.84,134.42,3,19,13,1
DON495098,Dorothy,Gonzalez,dorothygonzalez97@gmail.com,Houston,4,111.31,4.0,204,0.39,315.37,36.64,4,2,4,0
DON921713,Anthony,Garcia,anthonygarcia15@gmail.com,Nashville,34,133.13,34.0,53,0.93,303.47,61.2,5,57,1,1
DON547647,Emily,Martinez,emily_martinez30@hotmail.com,Nashville,15,1094.39,15.0,50,0.94,2196.44,764.19,2,71,9,1
DON536753,Sandra,King,sandra.king40@hotmail.com,Houston,5,53.14,5.0,111,0.47,142.73,17.36,6,54,5,1
DON506447,Andrew,Perez,andrewperez45@gmail.com,Nashville,2,138.59,2.0,263,0.31,389.97,52.05,5,59,0,1
DON125523,Margaret,Rodriguez,margaret.rodriguez85@icloud.com,Denver,2,18.08,1.73,423,0.29,44.45,9.67,3,82,6,0
DON186423,Kimberly,Lewis,kimberlylewis97@icloud.com,San Diego,40,551.76,40.0,59,0.7,1328.57,382.23,9,65,0,1
DON901456,Elizabeth,Ramirez,elizabethramirez83@icloud.com,San Jose,2,25.99,1.47,496,0.12,70.49,13.07,7,24,15,0
DON790137,Betty,White,betty_white59@hotmail.com,Memphis,7,106.29,7.0,152,0.6,225.62,54.46,3,22,14,1
DON820907,Donna,Nelson,donna_nelson1@outlook.com,San Diego,15,165.96,15.0,146,0.61,494.12,54.95,6,60,14,1
DON576162,Donna,Hill,donnahill74@yahoo.com,Denver,5,260.59,5.0,89,0.63,755.55,98.5,7,76,3,1
DON459316,Jason,Davis,jason.davis12@icloud.com,Philadelphia,1,84.55,1.0,208,0.19,194.73,37.09,5,27,9,0
DON955216,Donna,Adams,donna.adams59@email.com,Charlotte,3,91.05,3.0,337,0.32,137.54,38.27,10,13,5,0
DON701671,William,Hernandez,william_hernandez76@icloud.com,Fort Worth,11,308.64,11.0,67,0.55,753.03,123.61,4,23,2,1
DON197093,David,Hall,david_hall97@hotmail.com,Nashville,6,181.52,6.0,110,0.61,415.02,100.71,9,95,11,1
DON341368,Dorothy,Hernandez,dorothy_hernandez30@hotmail.com,Fort Worth,6,96.69,6.0,81,0.72,241.27,62.55,8,30,7,1
DON271224,Kimberly,Perez,kimberlyperez72@yahoo.com,Los Angeles,3,59.52,3.0,339,0.19,92.97,40.12,1,23,12,0
DON475216,Ashley,Perez,ashley_perez32@yahoo.com,Jacksonville,4,125.44,2.58,565,0.39,355.74,60.01,6,60,4,0
DON387151,Patricia,Miller,patricia.miller52@icloud.com,Houston,1,212.51,1.0,362,0.08,514.69,95.12,10,6,4,0
DON132854,Betty,Thomas,betty_thomas84@yahoo.com,Chicago,5,65.24,5.0,364,0.49,109.18,35.93,2,69,0,1
DON492634,Emma,Lee,emmalee55@yahoo.com,Boston,3,152.85,3.0,340,0.35,421.07,66.29,1,63,6,0
DON839761,Mary,Perez,mary.perez84@outlook.com,Fort Worth,6,168.21,6.0,142,0.57,455.22,95.55,6,41,0,1
DON349746,Helen,Moore,helenmoore52@email.com,Philadelphia,12,111.4,12.0,64,0.51,183.05,66.48,2,44,8,1
DON275709,Kenneth,Davis,kenneth.davis43@email.com,Charlotte,41,214.57,41.0,22,0.91,617.24,72.59,1,16,10,1
DON127117,John,Garcia,john.garcia49@hotmail.com,Fort Worth,4,56.04,4.0,258,0.11,144.55,19.79,7,52,9,0
DON768711,Nancy,Robinson,nancy_robinson60@gmail.com,Boston,8,247.92,8.0,42,0.58,406.66,136.79,5,13,11,1
DON414341,Charles,Hill,charles.hill15@icloud.com,Detroit,1,16.07,1.0,315,0.42,28.96,10.5,3,18,4,0
DON186824,Elizabeth,Mitchell,elizabeth_mitchell45@icloud.com,Memphis,22,962.94,22.0,5,0.97,1891.49,664.01,5,82,2,1
DON170305,Barbara,Moore,barbara.moore79@yahoo.com,Chicago,3,76.65,3.0,190,0.17,199.47,43.24,0,34,10,0
DON451208,Matthew,Wilson,matthew_wilson89@outlook.com,Seattle,10,249.37,10.0,97,0.73,551.14,88.36,6,24,12,1
DON401887,Mark,Hall,mark_hall44@hotmail.com,New York,1,193.21,1.0,111,0.11,577.91,104.8,4,15,8,1
DON697816,Edward,Adams,edwardadams30@hotmail.com,San Diego,3,104.06,3.0,343,0.4,269.68,67.09,0,65,8,1
DON292398,James,Rodriguez,james.rodriguez27@email.com,Nashville,3,24.1,3.0,277,0.57,50.65,16.61,1,74,13,0
DON845403,Kenneth,Garcia,kenneth_garcia16@outlook.com,Phoenix,3,183.05,3.0,202,0.37,295.72,58.35,5,82,7,1
DON258435,Betty,Robinson,betty_robinson16@icloud.com,Detroit,1,12.93,1.0,319,0.11,24.04,8.97,7,16,12,0
DON724270,Donna,Taylor,donnataylor2@gmail.com,Charlotte,1,33.57,0.66,555,0.12,77.9,17.74,6,58,14,0
DON503301,Betty,Lopez,betty_lopez88@email.com,Houston,5,136.34,5.0,321,0.4,212.52,45.63,6,18,12,1
DON976112,Lisa,Baker,lisa.baker45@icloud.com,Austin,9,252.64,9.0,66,0.59,459.17,86.69,10,58,3,1
DON804088,Timothy,Johnson,timothyjohnson37@hotmail.com,San Francisco,3,195.19,3.0,186,0.04,515.77,96.41,1,25,1,0
DON299891,Donald,Moore,donald_moore8@yahoo.com,Austin,4,97.15,3.69,396,0.27,220.91,49.07,4,47,0,0
DON313690,Robert,Martin,robertmartin58@hotmail.com,Austin,6,162.4,6.0,72,0.76,473.38,69.99,2,37,1,1
DON350558,Margaret,Lee,margaret_lee74@outlook.com,Los Angeles,5,119.58,5.0,179,0.75,321.83,65.87,7,90,4,1
DON888599,Donald,Walker,donald_walker17@icloud.com,Jacksonville,5,31.34,5.0,243,0.35,76.41,16.51,0,39,11,1
DON828288,Edward,Scott,edwardscott28@hotmail.com,Las Vegas,2,28.78,2.0,50,0.39,67.22,14.59,4,69,1,1
DON719330,Linda,King,lindaking89@gmail.com,San Diego,25,170.16,25.0,18,0.95,438.32,87.37,10,67,11,1
DON784042,Dorothy,Lewis,dorothy_lewis38@yahoo.com,Portland,2,11.83,2.0,364,0.42,18.34,6.34,3,14,7,0
DON617779,Paul,Allen,paulallen10@icloud.com,Chicago,1,51.28,0.79,462,0.16,131.0,23.2,9,54,8,0
DON157930,Kenneth,King,kennethking86@email.com,San Francisco,1,14.34,1.0,297,0.21,34.91,5.3,7,82,6,0
DON622245,Linda,Williams,linda_williams63@icloud.com,Columbus,1,72.14,1.0,84,0.11,164.86,50.44,3,37,4,0
DON402940,Paul,Perez,paul_perez20@yahoo.com,Los Angeles,3,63.96,3.0,334,0.25,137.2,19.66,8,36,13,0
DON716298,Charles,Thompson,charles.thompson76@yahoo.com,Jacksonville,3,141.33,3.0,297,0.45,359.54,43.0,10,49,12,0
DON173197,Charles,Hill,charles.hill41@outlook.com,Las Vegas,3,158.37,3.0,191,0.53,290.02,104.51,8,18,14,1
DON705544,Anthony,Gonzalez,anthony_gonzalez50@yahoo.com,Austin,2,118.73,2.0,263,0.13,280.52,62.91,8,80,6,0
DON684424,Robert,Lee,robert.lee21@icloud.com,Indianapolis,4,80.49,4.0,235,0.3,178.42,55.44,0,21,1,0
DON618384,Dorothy,Clark,dorothy.clark39@email.com,Nashville,9,164.4,9.0,64,0.79,363.72,50.0,5,2,6,1
DON320244,Timothy,Moore,timothy_moore64@icloud.com,Seattle,3,132.69,3.0,233,0.59,386.29,52.55,8,29,8,1
DON703055,Joshua,Anderson,joshua_anderson97@hotmail.com,Columbus,3,42.02,2.62,418,0.07,119.82,14.53,9,77,10,0
DON475120,Emma,Rivera,emma.rivera64@gmail.com,Phoenix,40,939.18,40.0,13,0.93,2483.19,386.84,9,29,5,1
DON966537,Mary,Perez,maryperez92@icloud.com,Fort Worth,4,33.6,4.0,257,0.23,75.82,22.6,0,60,2,0
DON676287,Ronald,Flores,ronald_flores49@gmail.com,Charlotte,26,568.34,26.0,1,0.73,856.6,224.21,4,79,11,1
DON267753,Brian,Hernandez,brian_hernandez49@hotmail.com,San Antonio,8,293.58,8.0,51,0.56,661.63,138.19,7,1,0,1
DON532993,Emily,Miller,emily.miller37@gmail.com,Boston,3,9.9,3.0,313,0.15,19.82,6.5,6,8,7,0
DON896328,Barbara,Jackson,barbara.jackson1@gmail.com,Boston,4,44.66,2.3,635,0.23,81.3,23.37,9,89,10,0
DON594160,Susan,Williams,susan.williams5@outlook.com,New York,3,132.14,3.0,323,0.37,276.03,48.53,6,66,2,1
DON622813,Helen,Walker,helen.walker91@hotmail.com,San Diego,8,368.48,8.0,119,0.66,841.85,221.29,10,23,7,1
DON102753,Dorothy,Gonzalez,dorothy_gonzalez53@hotmail.com,San Diego,31,1034.47,31.0,14,0.7,2725.53,617.85,4,63,15,1
DON859878,Jane,Rivera,jane_rivera38@gmail.com,Las Vegas,15,246.79,15.0,114,0.61,383.63,80.16,9,61,6,1
DON482738,Robert,Nelson,robert.nelson88@email.com,San Jose,2,231.89,2.0,106,0.41,661.25,73.14,2,16,5,1
DON771838,George,Baker,george_baker19@icloud.com,Denver,4,41.96,4.0,175,0.58,118.7,13.28,6,11,8,1
DON412733,David,Hall,david_hall87@yahoo.com,Las Vegas,50,347.98,50.0,8,0.72,589.83,147.08,0,42,0,1
DON696260,Joshua,Wilson,joshuawilson89@hotmail.com,Columbus,28,545.44,28.0,1,0.88,1107.87,252.35,7,3,6,1
DON705067,Jane,Thompson,jane_thompson65@gmail.com,Columbus,4,48.4,4.0,309,0.01,118.43,25.78,3,48,0,0
DON429278,Charles,Davis,charlesdavis82@outlook.com,Chicago,15,142.33,15.0,86,0.68,375.25,88.44,3,98,1,1
DON725364,Sarah,Lewis,sarah_lewis43@email.com,Jacksonville,1,22.27,0.69,532,0.19,37.44,9.12,10,71,15,0
DON957308,Jason,Hernandez,jason.hernandez95@icloud.com,Phoenix,13,90.43,13.0,59,0.62,226.54,40.61,8,72,7,1
DON114242,Susan,Johnson,susan.johnson80@gmail.com,Denver,3,18.34,3.0,330,0.12,45.41,5.77,1,99,14,0
DON924762,Michael,Allen,michael.allen38@yahoo.com,Portland,40,914.08,40.0,15,0.95,1652.8,619.19,7,36,1,1
DON325212,Lisa,Thomas,lisa_thomas50@email.com,Detroit,24,227.24,24.0,57,0.85,609.87,109.29,10,100,15,1
DON859139,Ronald,Sanchez,ronaldsanchez59@hotmail.com,San Diego,4,30.08,2.94,497,0.11,73.28,10.56,6,48,6,0
DON271754,Dorothy,Johnson,dorothy.johnson2@hotmail.com,Charlotte,5,198.68,5.0,269,0.5,389.92,135.16,8,24,7,1
DON455398,Daniel,Thomas,danielthomas57@yahoo.com,Detroit,5,118.93,3.54,516,0.29,200.19,63.92,9,43,6,1
DON395180,Jane,Davis,jane_davis58@outlook.com,Dallas,5,100.59,5.0,254,0.41,181.22,38.63,0,98,15,1
DON749382,Joshua,Allen,joshuaallen75@outlook.com,Detroit,42,392.6,42.0,6,0.98,1036.7,244.41,10,46,8,1
DON592155,Lisa,Jones,lisajones38@yahoo.com,Houston,4,62.66,2.01,727,0.38,106.56,36.26,1,58,3,0
DON275427,William,Ramirez,william_ramirez50@hotmail.com,Memphis,17,744.98,17.0,39,0.77,2036.9,409.36,5,82,0,1
DON359702,Mary,Moore,mary.moore44@email.com,Jacksonville,3,81.34,3.0,114,0.49,168.3,50.85,8,68,12,1
DON505742,Jane,Baker,jane.baker81@yahoo.com,Philadelphia,3,21.38,2.22,493,0.09,58.04,14.74,5,1,13,0
DON273885,Paul,Nelson,paul.nelson13@hotmail.com,Denver,5,57.75,2.7,675,0.32,95.61,31.32,9,23,3,0
DON185629,Elizabeth,Hernandez,elizabethhernandez83@yahoo.com,Phoenix,1,42.68,0.74,492,0.04,69.95,23.3,0,68,13,0
DON418599,Lisa,Lewis,lisa_lewis39@hotmail.com,Indianapolis,2,18.5,2.0,343,0.03,38.52,7.05,3,51,8,0
DON822870,Ashley,Hall,ashleyhall72@hotmail.com,Philadelphia,1,51.25,1.0,292,0.25,80.74,32.68,6,31,15,0
DON180913,Kenneth,Young,kenneth_young77@hotmail.com,Nashville,3,125.96,3.0,209,0.44,210.51,81.36,5,23,8,1
DON450815,Elizabeth,Hill,elizabeth.hill18@hotmail.com,Detroit,2,9.83,2.0,69,0.19,25.39,3.96,1,18,9,0
DON558602,Daniel,Nguyen,daniel_nguyen36@gmail.com,Nashville,2,27.83,2.0,255,0.55,55.5,11.08,0,78,15,0
DON664539,Mary,Moore,marymoore26@icloud.com,Nashville,4,68.27,2.01,728,0.26,182.85,40.28,4,96,8,0
DON959571,Charles,Baker,charles_baker61@hotmail.com,Fort Worth,1,230.47,1.0,270,0.2,445.67,98.49,8,76,15,0
DON389395,Patricia,Miller,patricia.miller90@icloud.com,Las Vegas,1,118.75,1.0,258,0.08,302.25,50.21,3,96,3,0
DON662561,Carol,Thompson,carolthompson54@email.com,Las Vegas,2,136.01,1.7,429,0.22,316.29,53.96,3,15,15,0
DON179734,Paul,Thomas,paulthomas99@hotmail.com,Portland,5,152.16,5.0,163,0.5,275.11,70.91,0,56,11,1
DON475198,Kenneth,Allen,kennethallen18@hotmail.com,San Jose,4,28.88,3.5,417,0.24,46.06,12.33,1,24,14,0
DON861077,Dorothy,Torres,dorothy_torres37@yahoo.com,San Diego,3,280.72,3.0,246,0.02,544.66,89.66,3,60,1,0
DON928134,Edward,Walker,edwardwalker37@hotmail.com,Las Vegas,5,32.03,5.0,353,0.59,70.1,9.66,5,41,12,1
DON401107,Thomas,Harris,thomas.harris99@email.com,Phoenix,2,24.54,1.43,509,0.34,39.87,15.08,5,40,2,0
DON474236,Joshua,Green,joshuagreen77@hotmail.com,Houston,22,712.79,22.0,36,0.81,1456.67,386.14,7,12,7,1
DON863734,Linda,Taylor,linda.taylor8@hotmail.com,Philadelphia,2,22.02,1.93,379,0.1,34.74,9.96,4,65,4,0
DON237570,Michael,Torres,michaeltorres63@hotmail.com,Philadelphia,4,34.23,4.0,211,0.36,92.85,10.84,1,55,1,0
DON361431,Dorothy,Baker,dorothy.baker70@yahoo.com,Fort Worth,2,28.96,1.9,385,0.28,46.75,12.27,10,26,14,0
